customer_id,age,gender,age_group,purchase_amount_usd,customer_value_tier,previous_purchases,engagement_tier,value_engagement_segment,subscription_status,frequency_of_purchases,purchase_frequency_days,category,item_purchased,review_rating,discount_applied,shipping_type,payment_method,location,season
2166,29,Male,18-30 (Young Adult),55,Medium Value,42,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Clothing,Pants,4.2,No,Express,Credit Card,Idaho,Summer
2167,31,Male,31-45 (Adult),88,High Value,50,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Outerwear,Jacket,3.5,No,Express,Credit Card,New Jersey,Spring
2168,30,Male,18-30 (Young Adult),48,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Skirt,4.9,No,Standard,Venmo,Ohio,Winter
2169,23,Male,18-30 (Young Adult),74,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Handbag,4.1,No,Next Day Air,Cash,Connecticut,Spring
2170,31,Male,31-45 (Adult),42,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Outerwear,Coat,2.9,No,Next Day Air,Bank Transfer,Florida,Fall
2171,40,Male,31-45 (Adult),32,Low Value,37,High Engagement,Low Value - High Engagement,No,Quarterly,90,Clothing,Sweater,4.0,No,Next Day Air,Venmo,South Carolina,Fall
2172,39,Male,31-45 (Adult),98,High Value,9,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Clothing,Shorts,4.6,No,Store Pickup,Cash,Missouri,Summer
2173,28,Male,18-30 (Young Adult),89,High Value,6,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Clothing,Skirt,2.8,No,Store Pickup,PayPal,Rhode Island,Fall
2174,23,Male,18-30 (Young Adult),97,High Value,36,High Engagement,High Value - High Engagement,No,Quarterly,90,Accessories,Gloves,5.0,No,2-Day Shipping,Venmo,Delaware,Summer
2175,42,Male,31-45 (Adult),49,Medium Value,1,Low Engagement,Medium Value - Low Engagement,No,Annually,365,Accessories,Backpack,2.9,No,Store Pickup,Cash,Colorado,Spring
2176,68,Male,61-70 (Senior),50,Medium Value,48,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Clothing,Dress,3.3,No,Free Shipping,Credit Card,Nebraska,Spring
2177,24,Male,18-30 (Young Adult),91,High Value,44,High Engagement,High Value - High Engagement,No,Quarterly,90,Accessories,Belt,3.4,No,2-Day Shipping,Debit Card,Vermont,Winter
2178,24,Male,18-30 (Young Adult),93,High Value,9,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Accessories,Gloves,3.0,No,Express,PayPal,Montana,Winter
2179,21,Male,18-30 (Young Adult),98,High Value,32,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Accessories,Jewelry,4.7,No,Standard,Venmo,Florida,Summer
2180,49,Male,46-60 (Middle-Aged),82,High Value,14,Low Engagement,High Value - Low Engagement,No,Monthly,30,Clothing,Socks,2.9,No,Next Day Air,PayPal,Delaware,Fall
2181,41,Male,31-45 (Adult),37,Low Value,43,High Engagement,Low Value - High Engagement,No,Quarterly,90,Outerwear,Coat,4.1,No,Store Pickup,Cash,Connecticut,Summer
2182,22,Male,18-30 (Young Adult),63,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Handbag,3.2,No,Free Shipping,Bank Transfer,Hawaii,Fall
2183,42,Male,31-45 (Adult),99,High Value,26,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Blouse,2.7,No,Store Pickup,Venmo,New Mexico,Winter
2184,30,Male,18-30 (Young Adult),37,Low Value,2,Low Engagement,Low Value - Low Engagement,No,Monthly,30,Clothing,Shorts,4.7,No,Store Pickup,Cash,Kansas,Spring
2185,38,Male,31-45 (Adult),34,Low Value,16,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Footwear,Shoes,3.2,No,Free Shipping,PayPal,Nevada,Spring
2186,40,Male,31-45 (Adult),32,Low Value,50,High Engagement,Low Value - High Engagement,No,Quarterly,90,Clothing,Shorts,2.5,No,Express,Debit Card,North Carolina,Winter
2187,55,Male,46-60 (Middle-Aged),23,Low Value,6,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Footwear,Sandals,4.3,No,Next Day Air,PayPal,New Mexico,Winter
2188,37,Male,31-45 (Adult),78,High Value,20,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,Blouse,4.4,No,Free Shipping,PayPal,Idaho,Spring
2189,41,Male,31-45 (Adult),54,Medium Value,9,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Outerwear,Coat,4.7,No,Next Day Air,Credit Card,California,Winter
2190,38,Male,31-45 (Adult),94,High Value,47,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Clothing,Blouse,4.0,No,Express,Credit Card,Wisconsin,Fall
2191,42,Male,31-45 (Adult),75,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Accessories,Belt,4.6,No,Express,Credit Card,Alaska,Spring
2192,26,Male,18-30 (Young Adult),69,Medium Value,46,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Clothing,Blouse,3.8,No,Next Day Air,Cash,Pennsylvania,Summer
2193,41,Male,31-45 (Adult),35,Low Value,9,Low Engagement,Low Value - Low Engagement,No,Monthly,30,Accessories,Scarf,3.2,No,Next Day Air,Credit Card,Virginia,Winter
2194,27,Male,18-30 (Young Adult),78,High Value,8,Low Engagement,High Value - Low Engagement,No,Monthly,30,Clothing,Shirt,5.0,No,Express,PayPal,California,Spring
2195,61,Male,61-70 (Senior),29,Low Value,48,High Engagement,Low Value - High Engagement,No,Quarterly,90,Clothing,Socks,3.5,No,Standard,Bank Transfer,Kentucky,Summer
2196,58,Male,46-60 (Middle-Aged),62,Medium Value,2,Low Engagement,Medium Value - Low Engagement,No,Monthly,30,Clothing,Jeans,3.7,No,Next Day Air,Cash,New York,Fall
2197,25,Male,18-30 (Young Adult),58,Medium Value,31,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Clothing,Dress,4.8,No,Next Day Air,PayPal,Vermont,Spring
2198,33,Male,31-45 (Adult),88,High Value,40,High Engagement,High Value - High Engagement,No,Monthly,30,Footwear,Boots,3.7,No,2-Day Shipping,Venmo,Pennsylvania,Summer
2199,57,Male,46-60 (Middle-Aged),80,High Value,35,Medium Engagement,High Value - Medium Engagement,No,Monthly,30,Accessories,Scarf,3.5,No,Free Shipping,Venmo,New York,Summer
2200,39,Male,31-45 (Adult),47,Medium Value,40,High Engagement,Medium Value - High Engagement,No,Monthly,30,Accessories,Scarf,4.9,No,Store Pickup,Debit Card,North Carolina,Summer
2201,60,Male,46-60 (Middle-Aged),51,Medium Value,27,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Gloves,4.7,No,Next Day Air,Debit Card,Wyoming,Summer
2202,39,Male,31-45 (Adult),25,Low Value,10,Low Engagement,Low Value - Low Engagement,No,Annually,365,Clothing,Pants,4.9,No,2-Day Shipping,Venmo,Ohio,Spring
2203,42,Male,31-45 (Adult),36,Low Value,23,Medium Engagement,Low Value - Medium Engagement,No,Weekly,7,Clothing,Dress,4.3,No,Next Day Air,Credit Card,Alabama,Summer
2204,53,Male,46-60 (Middle-Aged),79,High Value,32,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Clothing,Dress,3.1,No,Free Shipping,Cash,Rhode Island,Winter
2205,20,Male,18-30 (Young Adult),41,Medium Value,6,Low Engagement,Medium Value - Low Engagement,No,Monthly,30,Clothing,Jeans,3.4,No,2-Day Shipping,Debit Card,Oregon,Winter
2206,46,Male,46-60 (Middle-Aged),68,Medium Value,27,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Clothing,Sweater,2.7,No,Express,PayPal,North Dakota,Fall
2207,46,Male,46-60 (Middle-Aged),51,Medium Value,25,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Footwear,Sandals,2.6,No,Store Pickup,Bank Transfer,Illinois,Spring
2208,69,Male,61-70 (Senior),38,Low Value,11,Low Engagement,Low Value - Low Engagement,No,Annually,365,Accessories,Handbag,2.9,No,Next Day Air,Credit Card,New Mexico,Fall
2209,28,Male,18-30 (Young Adult),46,Medium Value,23,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Accessories,Scarf,2.7,No,2-Day Shipping,PayPal,Colorado,Summer
2210,42,Male,31-45 (Adult),20,Low Value,44,High Engagement,Low Value - High Engagement,No,Quarterly,90,Footwear,Sandals,4.5,No,2-Day Shipping,Bank Transfer,Utah,Summer
2211,30,Male,18-30 (Young Adult),25,Low Value,35,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,3.1,No,Store Pickup,PayPal,Virginia,Summer
2212,50,Male,46-60 (Middle-Aged),89,High Value,45,High Engagement,High Value - High Engagement,No,Quarterly,90,Clothing,Sweater,3.2,No,Free Shipping,Debit Card,Maine,Winter
2213,59,Male,46-60 (Middle-Aged),77,High Value,22,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Clothing,Pants,3.3,No,Next Day Air,Bank Transfer,Nebraska,Winter
2214,54,Male,46-60 (Middle-Aged),94,High Value,18,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Accessories,Hat,2.9,No,Express,Debit Card,Hawaii,Fall
2215,50,Male,46-60 (Middle-Aged),100,High Value,20,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Accessories,Belt,4.1,No,Standard,Debit Card,Idaho,Fall
2216,25,Male,18-30 (Young Adult),96,High Value,28,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Footwear,Sandals,2.7,No,Express,Credit Card,West Virginia,Winter
2217,41,Male,31-45 (Adult),36,Low Value,15,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Clothing,Pants,4.0,No,Store Pickup,Venmo,Vermont,Winter
2218,35,Male,31-45 (Adult),27,Low Value,42,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Accessories,Jewelry,2.6,No,Store Pickup,Bank Transfer,Indiana,Fall
2219,67,Male,61-70 (Senior),67,Medium Value,20,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Sunglasses,3.5,No,Store Pickup,Debit Card,Idaho,Winter
2220,33,Male,31-45 (Adult),91,High Value,16,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Blouse,2.8,No,Store Pickup,Bank Transfer,Minnesota,Fall
2221,19,Male,18-30 (Young Adult),62,Medium Value,47,High Engagement,Medium Value - High Engagement,No,Annually,365,Accessories,Belt,4.5,No,Store Pickup,Cash,Wyoming,Fall
2222,25,Male,18-30 (Young Adult),88,High Value,34,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,Shorts,3.0,No,Free Shipping,Credit Card,Kansas,Fall
2223,32,Male,31-45 (Adult),66,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Clothing,Pants,4.4,No,Store Pickup,Credit Card,Georgia,Summer
2224,30,Male,18-30 (Young Adult),65,Medium Value,5,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Footwear,Sandals,4.7,No,Next Day Air,PayPal,Kansas,Fall
2225,18,Male,18-30 (Young Adult),25,Low Value,38,High Engagement,Low Value - High Engagement,No,Quarterly,90,Accessories,Gloves,4.3,No,Standard,Cash,Nebraska,Winter
2226,38,Male,31-45 (Adult),64,Medium Value,18,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Accessories,Belt,4.8,No,Free Shipping,Credit Card,Washington,Spring
2227,22,Male,18-30 (Young Adult),72,Medium Value,28,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Clothing,Shirt,4.8,No,Store Pickup,Cash,Missouri,Spring
2228,40,Male,31-45 (Adult),74,Medium Value,42,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Accessories,Scarf,4.4,No,Next Day Air,Credit Card,Washington,Summer
2229,54,Male,46-60 (Middle-Aged),50,Medium Value,5,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Accessories,Gloves,3.7,No,Free Shipping,Credit Card,Kansas,Fall
2230,70,Male,61-70 (Senior),97,High Value,50,High Engagement,High Value - High Engagement,No,Monthly,30,Clothing,Pants,3.9,No,Express,Venmo,Minnesota,Fall
2231,52,Male,46-60 (Middle-Aged),36,Low Value,33,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Footwear,Sneakers,3.8,No,Express,Venmo,Colorado,Spring
2232,34,Male,31-45 (Adult),49,Medium Value,1,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Outerwear,Jacket,4.1,No,Store Pickup,Credit Card,Utah,Fall
2233,65,Male,61-70 (Senior),64,Medium Value,14,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Footwear,Shoes,4.0,No,Store Pickup,Cash,North Carolina,Spring
2234,38,Male,31-45 (Adult),31,Low Value,48,High Engagement,Low Value - High Engagement,No,Monthly,30,Clothing,Blouse,4.5,No,Express,Credit Card,Florida,Summer
2235,35,Male,31-45 (Adult),66,Medium Value,26,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Footwear,Boots,4.0,No,Express,Cash,New Hampshire,Winter
2236,40,Male,31-45 (Adult),82,High Value,44,High Engagement,High Value - High Engagement,No,Annually,365,Clothing,Socks,4.5,No,2-Day Shipping,Credit Card,Illinois,Spring
2237,23,Male,18-30 (Young Adult),88,High Value,18,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Clothing,T-shirt,2.7,No,Standard,Debit Card,Louisiana,Winter
2238,45,Male,31-45 (Adult),34,Low Value,31,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Footwear,Sandals,3.8,No,Next Day Air,Venmo,Alabama,Summer
2239,40,Male,31-45 (Adult),84,High Value,18,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Footwear,Sneakers,3.8,No,Standard,Debit Card,Florida,Winter
2240,42,Male,31-45 (Adult),96,High Value,41,High Engagement,High Value - High Engagement,No,Quarterly,90,Accessories,Jewelry,3.8,No,2-Day Shipping,Credit Card,Alabama,Summer
2241,57,Male,46-60 (Middle-Aged),71,Medium Value,18,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Footwear,Sandals,4.3,No,Next Day Air,Debit Card,California,Winter
2242,18,Male,18-30 (Young Adult),77,High Value,3,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Outerwear,Jacket,3.5,No,Free Shipping,Bank Transfer,Maryland,Summer
2243,18,Male,18-30 (Young Adult),66,Medium Value,5,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Clothing,Skirt,3.8,No,Next Day Air,Credit Card,Nevada,Spring
2244,56,Male,46-60 (Middle-Aged),21,Low Value,13,Low Engagement,Low Value - Low Engagement,No,Annually,365,Clothing,Shirt,3.7,No,2-Day Shipping,Debit Card,Massachusetts,Winter
2245,35,Male,31-45 (Adult),37,Low Value,22,Medium Engagement,Low Value - Medium Engagement,No,Annually,365,Clothing,Shorts,4.8,No,2-Day Shipping,PayPal,South Carolina,Summer
2246,49,Male,46-60 (Middle-Aged),90,High Value,45,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Clothing,Socks,4.9,No,Free Shipping,PayPal,Delaware,Fall
2247,49,Male,46-60 (Middle-Aged),96,High Value,39,High Engagement,High Value - High Engagement,No,Quarterly,90,Outerwear,Jacket,4.3,No,Store Pickup,PayPal,Hawaii,Fall
2248,34,Male,31-45 (Adult),37,Low Value,18,Medium Engagement,Low Value - Medium Engagement,No,Annually,365,Accessories,Jewelry,4.4,No,Next Day Air,Venmo,Florida,Summer
2249,63,Male,61-70 (Senior),66,Medium Value,19,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,T-shirt,3.4,No,Free Shipping,PayPal,Rhode Island,Winter
2250,42,Male,31-45 (Adult),45,Medium Value,29,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Accessories,Gloves,4.3,No,Next Day Air,Debit Card,Wyoming,Spring
2251,41,Male,31-45 (Adult),89,High Value,19,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Footwear,Shoes,4.6,No,Store Pickup,Credit Card,Colorado,Summer
2252,26,Male,18-30 (Young Adult),94,High Value,22,Medium Engagement,High Value - Medium Engagement,No,Monthly,30,Footwear,Shoes,3.8,No,Free Shipping,Debit Card,Virginia,Fall
2253,48,Male,46-60 (Middle-Aged),96,High Value,21,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Footwear,Shoes,3.9,No,Express,Bank Transfer,Nebraska,Summer
2254,62,Male,61-70 (Senior),31,Low Value,22,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Clothing,Hoodie,2.6,No,Store Pickup,PayPal,Oklahoma,Spring
2255,24,Male,18-30 (Young Adult),79,High Value,44,High Engagement,High Value - High Engagement,No,Quarterly,90,Accessories,Belt,4.2,No,Store Pickup,PayPal,North Dakota,Winter
2256,48,Male,46-60 (Middle-Aged),39,Low Value,42,High Engagement,Low Value - High Engagement,No,Quarterly,90,Outerwear,Coat,4.6,No,Store Pickup,Bank Transfer,Michigan,Spring
2257,31,Male,31-45 (Adult),22,Low Value,33,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Clothing,Blouse,5.0,No,Standard,Credit Card,California,Fall
2258,41,Male,31-45 (Adult),32,Low Value,6,Low Engagement,Low Value - Low Engagement,No,Annually,365,Clothing,Skirt,4.2,No,Standard,Bank Transfer,Tennessee,Fall
2259,24,Male,18-30 (Young Adult),71,Medium Value,44,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Clothing,T-shirt,4.3,No,Store Pickup,Credit Card,Ohio,Winter
2260,60,Male,46-60 (Middle-Aged),96,High Value,24,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,Jeans,3.3,No,Free Shipping,Cash,Florida,Spring
2261,38,Male,31-45 (Adult),82,High Value,16,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Accessories,Scarf,4.9,No,Express,PayPal,Missouri,Fall
2262,58,Male,46-60 (Middle-Aged),76,High Value,12,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Accessories,Backpack,4.4,No,Standard,Bank Transfer,South Carolina,Spring
2263,53,Male,46-60 (Middle-Aged),22,Low Value,50,High Engagement,Low Value - High Engagement,No,Monthly,30,Accessories,Backpack,3.1,No,2-Day Shipping,PayPal,Arizona,Winter
2264,44,Male,31-45 (Adult),40,Medium Value,42,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Accessories,Scarf,3.5,No,Store Pickup,Cash,Indiana,Winter
2265,51,Male,46-60 (Middle-Aged),92,High Value,50,High Engagement,High Value - High Engagement,No,Monthly,30,Accessories,Hat,3.9,No,2-Day Shipping,PayPal,North Dakota,Summer
2266,36,Male,31-45 (Adult),94,High Value,10,Low Engagement,High Value - Low Engagement,No,Quarterly,90,Outerwear,Coat,3.9,No,Store Pickup,PayPal,Montana,Fall
2267,20,Male,18-30 (Young Adult),44,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Clothing,Dress,4.3,No,Store Pickup,Debit Card,Missouri,Fall
2268,32,Male,31-45 (Adult),49,Medium Value,37,High Engagement,Medium Value - High Engagement,No,Weekly,7,Accessories,Gloves,3.8,No,Express,Venmo,Kentucky,Spring
2269,66,Male,61-70 (Senior),26,Low Value,15,Low Engagement,Low Value - Low Engagement,No,Monthly,30,Clothing,Sweater,2.7,No,2-Day Shipping,Bank Transfer,Georgia,Spring
2270,49,Male,46-60 (Middle-Aged),38,Low Value,27,Medium Engagement,Low Value - Medium Engagement,No,Annually,365,Clothing,Skirt,4.4,No,Store Pickup,Credit Card,Kentucky,Fall
2271,27,Male,18-30 (Young Adult),72,Medium Value,7,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Clothing,Blouse,3.5,No,Express,Venmo,Georgia,Spring
2272,29,Male,18-30 (Young Adult),99,High Value,49,High Engagement,High Value - High Engagement,No,Quarterly,90,Clothing,Dress,3.4,No,Free Shipping,PayPal,Alaska,Summer
2273,29,Male,18-30 (Young Adult),38,Low Value,44,High Engagement,Low Value - High Engagement,No,Monthly,30,Outerwear,Jacket,4.0,No,Standard,PayPal,Maine,Spring
2274,55,Male,46-60 (Middle-Aged),96,High Value,13,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Outerwear,Coat,4.8,No,Express,PayPal,New Mexico,Winter
2275,57,Male,46-60 (Middle-Aged),27,Low Value,38,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Clothing,Dress,4.5,No,Next Day Air,PayPal,New York,Spring
2276,29,Male,18-30 (Young Adult),24,Low Value,10,Low Engagement,Low Value - Low Engagement,No,Weekly,7,Clothing,Shorts,4.4,No,Standard,Debit Card,Oklahoma,Winter
2277,31,Male,31-45 (Adult),82,High Value,25,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Clothing,Jeans,4.1,No,2-Day Shipping,Debit Card,Wyoming,Summer
2278,25,Male,18-30 (Young Adult),56,Medium Value,18,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Hat,4.6,No,Next Day Air,Credit Card,Alabama,Summer
2279,61,Male,61-70 (Senior),25,Low Value,6,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Accessories,Gloves,3.8,No,Store Pickup,Cash,Maryland,Fall
2280,53,Male,46-60 (Middle-Aged),67,Medium Value,35,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Footwear,Sneakers,2.9,No,Free Shipping,Bank Transfer,West Virginia,Spring
2281,22,Male,18-30 (Young Adult),21,Low Value,31,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Footwear,Shoes,2.8,No,Standard,Credit Card,Kentucky,Summer
2282,28,Male,18-30 (Young Adult),27,Low Value,41,High Engagement,Low Value - High Engagement,No,Annually,365,Clothing,Hoodie,3.0,No,Store Pickup,Bank Transfer,Kansas,Summer
2283,18,Male,18-30 (Young Adult),97,High Value,8,Low Engagement,High Value - Low Engagement,No,Annually,365,Footwear,Sneakers,4.2,No,2-Day Shipping,Credit Card,Idaho,Fall
